ID,Text,Category,Priority
1728,Connection refused error - reported by team,Network,Critical
1367,Keyboard keys not responding - in production,Hardware,Critical
2352,Software installation failed - reported by team,Software,Critical
1556,Network adapter not detected - for user,Network,High
2411,Update failed to install - urgent fix needed,Software,High
3281,Query performance very slow - in production,Database,High
2914,Query performance very slow - for user,Database,High
1204,Laptop not turning on - customer complaint,Hardware,Medium
3114,Query execution failed - reported by team,Database,Medium
1121,Keyboard keys not responding - reported by team,Hardware,Low
1284,Printer not connecting to network - for user,Hardware,Low
1576,Connection refused error - customer complaint,Network,High
2302,Application freezing randomly - urgent fix needed,Software,Low
3414,Birthday celebration in the break room,Network,Medium
1276,USB port not working - in production,Hardware,Medium
1966,Plugin compatibility issue - urgent fix needed,Software,Low
2548,Cannot access shared folder - urgent fix needed,Access,Medium
1361,Hard drive making strange noise - customer complaint,Hardware,High
2128,Application not responding - reported by team,Software,High
1768,Network timeout errors - customer complaint,Network,Low
3004,Database backup not running - reported by team,Database,High
2727,Two-factor authentication not working - customer complaint,Access,Medium
2889,Password reset required - urgent fix needed,Access,Low
1287,Screen resolution issue - customer complaint,Hardware,High
3103,Query execution failed - customer complaint,Database,High
2095,Application crashes on startup - customer complaint,Software,Critical
1889,DNS resolution failing - urgent fix needed,Network,Medium
1424,Hard drive making strange noise - customer complaint,Hardware,Medium
2809,Database authentication failed - in production,Access,Low
3348,Database connection timeout - for user,Database,Low
2588,User account locked - in production,Access,Critical
1841,Connection refused error - reported by team,Network,Critical
1066,Laptop not turning on - for user,Hardware,Medium
2646,Password reset required - urgent fix needed,Access,Medium
2711,Database authentication failed - for user,Access,High
2458,Email access denied - reported by team,Access,Low
2560,Password reset required - reported by team,Access,High
1231,Printer not connecting to network - reported by team,Hardware,Critical
2576,Permission denied error - in production,Access,Medium
2570,Permission denied error - customer complaint,Access,Low
2186,Application freezing randomly - foe user,Software,Low
1890,Network timeout errors - customer complaint,Network,Critical
2400,Plugin compatibility issue - in production,Software,High
1730,Unable to access company intranet - urgent fix needed,Network,High
1737,Network timeout errors - reported by team,Network,Low
2074,Version mismatch error - customer complaint,Software,Medium
1375,Battery not charging - customer complaint,Hardware,Critical
1760,WiFi keeps disconnecting - for user,Network,Medium
3251,Index fragmentation high - customer complaint,Database,Critical
2668,Email access denied - urgent fix needed,Access,Critical
1298,Keyboard keys not responding - in production,Hardware,High
1599,Cannot connect to VPN - urgent fix needed,Network,Medium
2972,Table corruption detected - in production,Database,Medium
1100,Keyboard keys not responding - for user,Hardware,High
2055,Software installation failed - in production,Software,High
2780,Email access denied - urgent fix needed,Access,High
2238,Application crashes on startup - reported by team,Software,Medium
1530,Cannot connect to VPN - urgent fix needed,Network,Medium
2934,Query execution failed - urgent fix needed,Database,High
2613,Cannot access shared folder - reported by team,Access,Medium
2209,Plugin compatibility issue - customer complaint,Software,Medium
1637,DNS resolution failing - reported by team,Network,High
3197,Data synchronization error - for user,Database,Low
1186,Laptop not turning on - customer complaint,Hardware,Critical
2997,Query performance very slow - customer complaint,Database,Critical
1945,Unable to access company intranet - for user,Network,Critical
2805,Password reset required - customer complaint,Access,Critical
2657,Email access denied - reported by team,Access,High
2779,Session timeout issue - reported by team,Access,Critical
1512,Internet connection drops frequently - for user,Network,High
1801,Internet connection drops frequently - reported by team,Network,Medium
2135,Application crashes on startup - customer complaint,Software,High
2395,Runtime error in application - urgent fix needed,Software,Medium
3406,Please sign the NDA document,Network,Critical
1608,DNS resolution failing - for user,Network,Critical
2208,Version mismatch error - reported by team,Software,Critical
1152,Printer not connecting to network - for user,Hardware,Critical
2558,Cannot login to system - in production,Access,High
1857,Internet connection drops frequently - reported by team,Network,Medium
2136,Application not responding - customer complaint,Software,Low
1875,DNS resolution failing - reported by team,Network,Medium
3276,Database connection timeout - customer complaint,Database,High
1024,Battery not charging - urgent fix needed,Hardware,Medium
1159,Screen resolution issue - reported by team,Hardware,Critical
1332,Monitor display flickering - urgent fix needed,Hardware,Low
2111,Error message on opening file - in production,Software,Low
3388,Update your emergency contact information,Access,High
2718,Database authentication failed - for user,Access,Low
3366,Database connection timeout - urgent fix needed,Database,Low
3450,Update your emergency contact information,Software,High
1643,Internet connection drops frequently - customer complaint,Network,High
2438,User account locked - urgent fix needed,Access,High
1312,Laptop not turning on - customer complaint,Hardware,Medium
1352,Keyboard keys not responding - in production,Hardware,High
1549,Packet loss on network - reported by team,Network,Critical
2745,Permission denied error - urgent fix needed,Access,High
2126,Software license expired - customer complaint,Software,Low
1307,Battery not charging - for user,Hardware,Critical
1288,Fan making loud noise - reported by team,Hardware,Low
1695,Internet connection drops frequently - customer complaint,Network,Critical
1963,Error message on opening file - urgent fix needed,Software,Medium
1631,WiFi speed very slow - urgent fix needed,Network,High
2813,Two-factor authentication not working - in production,Access,Critical
1950,Network adapter not detected - in production,Network,Medium
2390,Software installation failed - reported by team,Software,Critical
1987,Software license expired - reported by team,Software,Low
1991,Error message on opening file - customer complaint,Software,High
2591,Password reset required - customer complaint,Access,Critical
1782,WiFi keeps disconnecting - reported by team,Network,Medium
2377,Error message on opening file - customer complaint,Software,High
1837,DNS resolution failing - customer complaint,Network,Low
2436,Permission denied error - in production,Access,Critical
3418,Parking lot full this morning,Network,Medium
1014,Mouse cursor jumping randomly - for user,Hardware,High
2221,Software installation failed - for user,Software,Medium
2408,Version mismatch error - reported by team,Software,Medium
1515,Internet connection drops frequently - customer complaint,Network,Medium
1410,Mouse cursor jumping randomly - for user,Hardware,Critical
1862,Internet connection drops frequently - urgent fix needed,Network,High
1314,Battery not charging - for user,Hardware,High
2871,Permission denied error - customer complaint,Access,Critical
2303,Version mismatch error - urgent fix needed,Software,High
2280,Software installation failed - urgent fix needed,Software,Medium
3500,Please sign the NDA document,Hardware,High
3359,Index fragmentation high - customer complaint,Database,High
1383,Hard drive making strange noise - in production,Hardware,Critical
2200,Application crashes on startup - in production,Software,Low
2624,Session timeout issue - customer complaint,Access,High
2878,Two-factor authentication not working - reported by team,Access,High
2510,Email access denied - in production,Access,Low
2002,Software license expired - for user,Software,Critical
3241,Query execution failed - urgent fix needed,Database,High
1264,USB port not working - urgent fix needed,Hardware,Medium
2291,Error message on opening file - for usrr,Software,Critical
3160,Database connection timeout - urgent fix needed,Database,Low
2784,Session timeout issue - reported by team,Access,Low
1416,Laptop not turning on - for user,Hardware,High
2114,Application crashes on startup - customer complaint,Software,Medium
1359,Monitor display flickering - reported by team,Hardware,Low
2174,Software license expired - customer complaint,Software,High
1009,Printer not connecting to network - for user,Hardware,Critical
3021,Database lock detected - urgent fix needed,Database,High
1317,Battery not charging - reported by team,Hardware,Critical
1305,Monitor display flickering - urgent fix needed,Hardware,High
1428,Keyboard keys not responding - urgent fix needed,Hardware,Low
1106,Mouse cursor jumping randomly - in production,Hardware,Low
3045,Query performance very slow - in production,Database,High
1122,Screen resolution issue - reported by team,Hardware,High
1822,Cannot connect to VPN - in production,Network,Low
2553,Permission denied error - urgent fix needed,Access,Medium
3291,Database connection timeout - for user,Database,Critical
2399,Error message on opening file - urgent fix needed,Software,Critical
2776,Permission denied error - in production,Access,Critical
3300,Data synchronization error - in production,Database,Low
1116,Fan making loud noise - customer complaint,Hardware,Critical
2514,Password reset required - customer complaint,Access,Medium
1745,WiFi keeps disconnecting - reported by team,Network,Low
2559,Access rights need update - reported by team,Access,Low
3334,Database connection timeout - for user,Database,Medium
1912,WiFi keeps disconnecting - reported by team,Network,Low
2489,Password reset required - in production,Access,Critical
1673,Internet connection drops frequently - for user,Network,Critical
3307,Database connection timeout - urgent fix needed,Database,Medium
3052,Query performance very slow - reported by team,Database,Medium
2641,Access rights need update - cusotmer complaint,Access,High
1310,Monitor display flickering - in production,Hardware,Critical
1592,Packet loss on network - urgent fix needed,Network,Medium
1463,Mouse cursor jumping randomly - for user,Hardware,High
2988,Database lock detected - in production,Database,Low
1942,Network timeout errors - urgent fix needed,Network,Critical
2648,Email access denied - for user,Access,Medium
3367,Database connection timeout - in production,Database,High
1553,WiFi keeps disconnecting - customer complaint,Network,Medium
1088,USB port not working - reported by team,Hardware,High
1691,Connection refused error - urgent fix needed,Network,Medium
2692,User account locked - customer complaint,Access,Low
3413,Annual company picnic this Friday,Access,Medium
2616,Database authentication failed - urgent fix needed,Access,Medium
2162,Plugin compatibility issue - in production,Software,Low
3421,New gym membership available,Hardware,Medium
2414,Runtime error in application - in production,Software,Critical
3220,Database backup not running - in production,Database,Medium
1544,Network adapter not detected - reported by team,Network,Medium
2761,Permission denied error - for user,Access,Low
3217,Index fragmentation high - for user,Database,Medium
1495,Packet loss on network - in production,Network,Critical
1366,Monitor display flickering - in production,Hardware,High
3259,Index fragmentation high - customer complaint,Database,Low
2551,Access rights need update - in production,Access,Medium
1274,Hard drive making strange noise - customer complaint,Hardware,Medium
1789,DNS resolution failing - reported by team,Network,Critical
1072,Hard drive making strange noise - customer complaint,Hardware,Critical
2243,Version mismatch error -reported by team,Software,Critical
2812,Email access denied - cusyomer complaint,Access,Low
1064,Screen eesolution issue - urgent fix needed,Hardware,Critical
1395,Hard drive making strange noise - reported by team,Hardware,Critical
2205,Application crashes on startup - in production,Software,High
1344,Printer not connecting to network - in production,Hardware,High
2375,Runtime error in application - customer complaint,Software,Critical
2381,Update failed to install - reported by team,Software,Critical
1501,WiFi speed very slow - for user,Network,Critical
2673,Database authentication failed - for user,Access,High
1678,Packet loss on network - urgent fix needed,Network,High
2028,Software license expired - reported by team,Software,Medium
2887,Cannot access shared folder - customer complaint,Access,Medium
3466,Meeting scheduled for 3 PM tomorrow,Network,Critical
1273,Mouse cursor jumping randomly - customer complaint,Hardware,Medium
3474,Company newsletter for December released,Database,Low
1206,Screen resolution issue - for user,Hardware,Medium
1734,Network timeout errors - customer complaint,Network,Critical
1153,USB port not working - customer complaint,Hardware,Medium
3371,Table corruption detected - customer complaint,Database,Medium
1558,Unable to access company intranet - reported by team,Network,Critical
1378,Keyboard keys not responding - customer complaint,Hardware,Medium
1536,WiFi keeps disconnecting - for user,Network,Critical
1974,Application not responding - urgent fix needed,Software,Critical
2001,Application not responding - for user,Software,High
2873,Cannot login to system - urgent fix needed,Access,Medium
1199,Printer not connecting to network - reported by team,Hardware,Medium
1562,Packet loss on network - reported by team,Network,Critical
1686,Cannot connect to VPN - urgent fix needed,Network,Medium
2214,Software license expired - reported by team,Software,Low
1591,Cannot connect to VPN - for user,Network,Low
1520,DNS resolution failing - in production,Network,Medium
1309,Printer not connecting to network - urgent fix needed,Hardware,Medium
1605,Internet connection drops frequently - customer complaint,Network,Medium
3155,Query execution failed - in production,Database,High
3260,Query performance very slow - in production,Database,Low
1060,Fan making loud noise - urgent fix needed,Hardware,Low
1584,Cannot connect to VPN - for user,Network,Medium
1860,Connection refused error - reported by team,Network,Critical
1208,Printer not connecting to network - in production,Hardware,Critical
3018,Connection pool exhausted - for user,Database,Low
1870,Unable to access company intranet - reported by team,Network,High
1786,Packet loss on network - customer complaint,Network,Critical
1907,Packet loss on network - reported by team,Network,Medium
3428,Inventory audit starting tomorrow,Database,Critical
1793,WiFi speed very slow - customer complaint,Network,Medium
1832,Connection refused error - urgent fix needed,Network,Critical
1163,Monitor display flickering - urgent fix needed,Hardware,High
2308,Runtime error in application - customer complaint,Software,Medium
1527,Internet connection drops frequently - reported by team,Network,High
2577,Two-factor authentication not working - customer complaint,Access,High
1257,Battery not charging - reported by team,Hardware,Medium
1507,Internet connection drops frequently - customer complaint,Network,Medium
2957,Query performance very slow - urgent fix needed,Database,Medium
3121,Database backup not running - in production,Database,High
3229,Database lock detected - urgent fix needed,Database,High
3165,Database lock detected - in production,Database,Low
1863,Packet loss on network - customer complaint,Network,High
2676,Database authentication failed - for user,Access,Critical
1021,USB port not working - urgent fix needed,Hardware,Low
2405,Plugin compatibility issue - urgent fix needed,Software,High
1440,Keyboard keys not responding - for user,Hardware,Medium
2088,Error message on opening file - urgent fix needed,Software,High
1382,Mouse cursor jumping randomly - for user,Hardware,Low
3109,Index fragmentation high - reported by team,Database,Critical
2262,Runtime error in application - reported by team,Software,High
1539,WiFi keeps disconnecting - in production,Network,Low
1882,Network timeout errors - urgent fix needed,Network,High
1903,Internet ocnnection drops frequently - in production,Network,High
1084,USB port not working - urgent fix needed,Hardware,Low
3104,Query execution failed - in production,Database,Critical
2201,Software license expired - urgent fix needed,Software,High
2310,Version mismatch error - urgent fix needed,Software,Medium
2227,Software license expired - reported by team,Software,Critical
3131,Database backup not running - urgent fix needed,Database,Low
2750,Permission denied error - in production,Access,Medium
1271,Mouse cursor jumping randomly - reported by team,Hardware,Critical
2272,Runtime error in application - urgent fix needed,Software,High
2260,Version mismatch error - reported by team,Software,Low
3061,Database lock detected - in production,Database,High
3264,Database lock detected - reported by team,Database,High
2600,Cannot login to system - in production,Access,Low
2961,Connection pool exhausted - urgent fix needed,Database,Critical
2030,Runtime error in application - urgent fix needed,Software,Medium
1430,Printer not connecting to network - urgent fix needed,Hardware,High
3005,Index fragmentation high - urgent fix needed,Database,Critical
3194,Database replication lagging - in production,Database,Low
3205,Index fragmentation high - urgent fix needed,Database,High
1459,Hard drive making strange noise - in production,Hardware,Low
1079,Laptop not turning on - for user,Hardware,Critical
3430,Please update your profile picture,Hardware,Low
3133,Data synchronization error - customer complaint,Database,Medium
1033,Fan making loud noise - customer complaint,Hardware,High
3125,Query performance very slow - customer complaint,Database,Medium
2350,Application freezing randomly - urgent fix needed,Software,Critical
3244,Table corruption detected - customer complaint,Database,Critical
1381,Printer not connecting to network - customer complaint,Hardware,Medium
1227,Laptop not turning on - customer complaint,Hardware,Medium
2995,Database backup not running - for user,Database,High
2193,Application not responding - urgent fix needed,Software,Medium
1716,Internet connection drops frequently - urgent fix needed,Network,Medium
2763,Session timeout issue - for user,Access,Low
1687,Network timeout errors - customer complaint,Network,Medium
3132,Table corruption detected - urgent fix needed,Database,High
3485,Update your LinkedIn profile,Database,High
1306,Hard drive making strange noise - reported by team,Hardware,High
1210,USB port not working - for user,Hardware,Low
3154,Database lock detected - customer complaint,Database,High
2671,Database authentication failed - in production,Access,High
3478,Parking lot full this morning,Access,Critical
2072,Software license expired - for user,Software,Low
2935,Database connection timeout - for user,Database,High
2138,Software installation failed - for user,Software,Medium
3008,Database replication lagging - in production,Database,High
1938,Internet connection drops frequently - reported by team,Network,High
1192,Fan making loud noise - in production,Hardware,Critical
2212,Runtime error in application - in production,Software,Critical
2076,Software license expired - customer complaint,Software,High
3457,Birthday celebration in the break room,Hardware,Critical
1484,WiFi keeps disconnecting - urgent fix needed,Network,High
3384,Company policy change announcement,Access,Critical
2605,Session timeout issue - customer complaint,Access,High
1278,Mouse cursor jumping randomly - for user,Hardware,High
2509,Access rights need update - for user,Access,Low
1222,Printer not connecting to network - reported by team,Hardware,Critical
2230,Software installation failed - urgent fix needed,Software,Medium
1572,Internet connection drops frequently - reported by team,Network,Critical
1412,Screen resolution issue - reported by team,Hardware,High
2314,Plugin compatibility issue - for user,Software,Low
2678,Database authentication failed - customer complaint,Access,High
3179,Query performance very slow - customer complaint,Database,High
1586,Unable to access company intranet - customer complaint,Network,High
2731,Cannot login to system - urgent fix needed,Access,Low
3020,Database lock detected - for user,Database,Critical
3494,Annual company picnic this Friday,Network,Low
2564,Database authentication failed - customer complaint,Access,Low
1675,WiFi keeps disconnecting - in production,Network,Low
2178,Application crashes on startup - urgent fix needed,Software,High
1856,Internet connection drops frequently - reported by team,Network,Critical
1448,Fan making loud noise - reported by team,Hardware,Low
2906,Connection pool exhausted - in production,Database,High
2531,Session timeout issue - reported by team,Access,High
1223,Printer not connecting to network - customer complaint,Hardware,High
2725,Cannot login to system - in production,Access,High
3226,Table corruption detected - urgent fix needed,Database,High
2629,Access rights need update - in production,Access,Low
2557,Two-factor authentication not working - for user,Access,Medium
1970,Software license expired - for user,Software,High
1046,Screen resolution issue - in production,Hardware,Low
3190,Table corruption detected - for user,Database,Critical
3365,Database connection timeout - reported by team,Database,High
1295,Keyboard keys not responding - in production,Hardware,High
2160,Plugin compatibility issue - in production,Software,Critical
1589,Internet connection drops frequently - reported by team,Network,Critical
3054,Database replication lagging - reported by team,Database,High
1258,Monitor display flickering - in production,Hardware,High
3064,Connection pool exhausted - reported by team,Database,Critical
3467,New gym membership available,Network,High
1927,WiFi keeps disconnecting - customer complaint,Network,Critical
3119,Database lock detected - customer complaint,Database,Critical
3298,Database lock detected - for user,Database,High
1437,Laptop not turning on - reported by team,Hardware,Medium
1977,Error message on opening file - reported by team,Software,Low
3037,Query execution failed - in production,Database,Critical
1394,Laptop not turning on - for user,Hardware,Low
1426,Screen resolution issue - for user,Hardware,High
1535,Packet loss on network - customer complaint,Network,High
1031,Monitor display flickering - customer complaint,Hardware,Critical
2643,Permission denied error - in production,Access,Medium
3082,Data synchronization error - reported by team,Database,High
2147,Application crashes on startup - reported by team,Software,Critical
1747,Network adapter not detected - for user,Network,Medium
2751,Two-factor authentication not working - urgent fix needed,Access,Low
2985,Connection pool exhausted - urgent fix needed,Database,High
2269,Application freezing randomly - urgent fix needed,Software,Critical
3343,Connection pool exhausted - for user,Database,Low
2719,Email access denied - urgent fix needed,Access,Low
3213,Data synchronization error - in production,Database,Medium
2413,Application freezing randomly - for user,Software,Low
2712,Password reset required - urgent fix needed,Access,High
3013,Table corruption detected - in production,Database,Critical
1345,Screen resolution issue - urgent fix needed,Hardware,Low
1557,Connection refused error - reported by team,Network,Medium
2424,Version mismatch error - for user,Software,Low
2038,Update failed to install - reported by team,Software,Low
1681,WiFi speed very slow - for user,Network,High
3230,Index fragmentation high - in production,Database,High
2107,Runtime error in application - for user,Software,Critical
1571,Internet connection drops frequently - reported by team,Network,Medium
1353,Keyboard keys not responding - reported by team,Hardware,Critical
1092,Printer not connecting to network - customer complaint,Hardware,Critical
2211,Application freezing randomly - urgent fix needed,Software,Medium
3107,Index fragmentation high - urgent fix needed,Database,Critical
2271,Software license expired - in production,Software,Critical
3277,Data synchronization error - customer complaint,Database,Medium
1262,USB port not working - customer complaint,Hardware,Low
2463,Access rights need update - reported by team,Access,Low
1749,Packet loss on network - in production,Network,Critical
2412,Runtime error in application - in production,Software,Low
2766,Cannot login to system - in production,Access,Critical
3438,Annual company picnic this Friday,Hardware,High
2384,Error message on opening file - urgent fix needed,Software,Medium
2005,Plugin compatibility issue - urgent fix needed,Software,High
1568,Network timeout errors - urgent fix needed,Network,Critical
1323,Mouse cursor jumping randomly - in production,Hardware,Critical
2894,Access rights need update - urgent fix needed,Access,Critical
3084,Database backup not running - in production,Database,Medium
1349,Laptop not turning on - for user,Hardware,Low
2090,Update failed to install - urgent fix needed,Software,Low
2851,User account locked - customer complaint,Access,Medium
1301,USB port not working - reported by team,Hardware,Medium
2659,Password reset required - urgent fix needed,Access,Medium
2317,Runtime error in application - reported by team,Software,High
3015,Query performnace very slow - for user,Database,Critical
2011,Application freezing randomly - for user,Software,High
1965,Plugin compatibility issue - reported by team,Software,Low
3370,Connection pool exhausted - urgent fix needed,Database,Critical
3356,Database connection timeout - customer complaint,Database,High
2129,Plugin compatibility issue - for user,Software,Low
1316,Battery not charging - customer complaint,Hardware,Critical
3070,Database replication lagging - in production,Database,Critical
1454,Monitor display flickering - urgent fix needed,Hardware,Low
1914,WiFi speed very slow - for user,Network,Critical
1602,DNS resolution failing - for user,Network,Critical
1176,Laptop not turning on - reported by team,Hardware,Critical
1901,Packet loss on network - urgent fix needed,Network,Low
3273,Query execution failed - reported by team,Database,Critical
2299,Plugin compatibility issue - customer complaint,Software,Low
1038,Laptop not turning on - in production,Hardware,Low
1975,Runtime error in application - customer complaint,Software,Medium
1124,Hard drive making strange noise - reported by team,Hardware,High
2742,Password reset required - customer complaint,Access,High
3419,Update your LinkedIn profile,Database,High
1040,USB port not working - for user,Hardware,Critical
3417,Coffee machine is broken again,Access,Low
3010,Database backup not running - urgent fix needed,Database,Medium
2772,User account locked - reported by team,Access,Critical
2966,Query performance very slow - customer complaint,Database,Critical
2499,Cannot access shared folder - in production,Access,Critical
1635,Connection refused error - customer complaint,Network,High
2967,Table corruption detected - for user,Database,Critical
1580,Internet connection drops frequently - in production,Network,Low
2536,Access rights need update - for user,Access,Medium
1893,Connection refused error - for user,Network,Critical
1781,Network timeout errors - customer complaint,Network,Low
1160,Printer not connecting to network - urgent fix needed,Hardware,Low
2653,Two-factor authentication not working - for user,Access,Medium
2152,Error message on opening file - in production,Software,High
1062,Hard drive making strange noise - in production,Hardware,Low
1850,Network timeout errors - reported by team,Network,Critical
2545,Cannot access shared folder - customer complaint,Access,Critical
3411,Urgent: Update your antivirus software,Software,Medium
2044,Version mismatch error - for user,Software,Critical
3204,Database backup not running - for user,Database,Critical
3167,Database connection timeout - reported by team,Database,Critical
1054,Screen resolution issue - customer complaint,Hardware,Medium
2547,Database authentication failed - customer complaint,Access,Medium
1506,Connection refused error - urgent fix needed,Network,Low
1753,WiFi speed very slow - customer complaint,Network,High
2380,Application freezing randomly - customer complaint,Software,Medium
2422,Application freezing randomly - in production,Software,Low
2392,Application crashes on startup - customer complaint,Software,Critical
3375,Query performance very slow - for user,Database,Medium
3284,Query performance very slow - for user,Database,Critical
1772,Network timeout errors - customer complaint,Network,Low
3339,Query performance very slow - reported by team,Database,High
3235,Connection pool exhausted - in production,Database,Critical
2194,Application crashes on startup - in production,Software,High
2190,Plugin compatibility issue - customer complaint,Software,Medium
2899,Session timeout issue - customer complaint,Access,Medium
2819,Two-factror authentication not working - reported by team,Access,Low
2866,Two-factor authentication not working - customer complaint,Access,Medium
2191,Version mismatch error - urgent fix needed,Software,Low
1964,Software installation failed - reported by team,Software,Critical
2667,Session timeout issue - urgent fix needed,Access,Critical
1399,Hard drive making strange noise - urgent fix needed,Hardware,High
1585,Packet loss on network - urgent fix needed,Network,Low
1949,Cannot connect to VPN - customer complaint,Network,High
1705,Unable to access company intranet - for user,Network,Medium
1432,USB port not working - urgent fix needed,Hardware,Critical
1293,USB port not working - reported by team,Hardware,Low
2852,Password reset required - in production,Access,Medium
2445,Cannot access shared folder - in production,Access,Low
2602,Cannot access shared folder - customer complaint,Access,Medium
1003,USB port not working - reported by team,Hardware,High
1577,Internet connection drops frequently - in production,Network,High
2791,Access rights need update - reported by team,Access,High
1340,Battery not charging - urgent fix needed,Hardware,Critical
2106,Application not responding - in production,Software,Medium
1926,DNS resolution failing - urgent fix needed,Network,Critical
1266,Monitor display flickering - in production,Hardware,High
1377,Screen resolution issue - for user,Hardware,Medium
1272,Laptop not turning on - reported by team,Hardware,Low
1697,DNS resolution failing - reported by team,Network,Low
2619,Cannot login to system - customer complaint,Access,High
1245,Laptop not turning on - customer complaint,Hardware,Low
2652,Cannot access shared folder - for user,Access,High
1477,Cannot connect to VPN - customer complaint,Network,Critical
2179,Software installation failed - customer complaint,Software,High
2196,Update failed to install - reported by team,Software,Critical
2286,Application crashes on startup - reported by team,Software,Low
2166,Error message on opening file - urgent fix needed,Software,Medium
3253,Database lock detected - in production,Database,Low
1251,Printer not connecting to network - customer complaint,Hardware,Low
1414,USB port not working - urgent fix needed,Hardware,Critical
3412,Submit your performance review,Hardware,Critical
3081,Connection pool exhausted - in production,Database,Medium
1311,Hard drive making strange noise - customer complaint,Hardware,Low
1894,WiFi keeps disconnecting - reported by team,Network,Low
3423,Company policy change announcement,Access,Medium
1016,Printer not connecting to network - for user,Hardware,High
1722,WiFi keeps disconnecting - in production,Network,Low
3191,Data synchronization error - reported by team,Database,Medium
1982,Update failed to install - reported by team,Software,Low
3105,Index fragmentation high - urgent fix needed,Database,High
2974,Database connection timeout - customer complaint,Database,High
1364,Printer not connecting to network - customer complaint,Hardware,High
2620,Email access denied - customer complaint,Access,Low
1183,Mouse cursor jumpig randomly - reported by team,Hardware,Low
1986,Runtime error in application - for user,Software,Low
2388,Software installation failed - in production,Software,Critical
3120,Table corruption detected - for user,Database,Low
3076,Data synchronization error - in production,Database,Critical
1188,Fan making loud noise - in production,Hardware,Low
1620,WiFi speed very slow - reported by team,Network,High
2122,Application freezing randomly - in production,Software,High
1615,WiFi keeps disconnecting - customer complaint,Network,Medium
3196,Query execution failed - urgent fix needed,Database,Critical
1995,Error message on opening file - for user,Software,Critical
3034,Data synchronization error - for user,Database,Medium
1372,Monitor display flickering - for user,Hardware,Low
2339,Plugin compatibility issue - urgent fix needed,Software,Critical
1594,WiFi keeps disconnecting - for user,Network,Low
1727,Network timeout errors - in production,Network,Critical
2843,Permission denied error - urgent fix needed,Access,Critical
1688,Packet loss on network - in production,Network,High
2661,Session timeout issue - urgent fix needed,Access,Medium
1137,Hard drive making strange noise - in production,Hardware,Critical
1629,Network adapter not detected - in production,Network,High
1335,Battery not charging - in production,Hardware,Medium
2481,Email access denied - urgent fix needed,Access,Medium
3237,Database connection timeout - urgent fix needed,Database,Critical
2110,Version mismatch error - for user,Software,High
2361,Application crashes on startup - in production,Software,Critical
2787,Permission denied error - customer complaint,Access,High
1711,WiFi speed very slow - customer complaint,Network,Medium
2040,Runtime error in application - for user,Software,Low
2309,Software license expired - urgent fix needed,Software,Low
2775,Permission denied error - reported by team,Access,Critical
3299,Table corruption detected - in production,Database,Critical
2113,Software installation failed - customer complaint,Software,Low
1466,Laptop not turning on - reported by team,Hardware,Critical
2360,Runtime error in application - customer complaint,Software,High
3472,New parking passes issued,Access,Critical
3146,Index fragmentation high - customer complaint,Database,Medium
2105,Application freezing randomly - customer complaint,Software,Low
2387,Application crashes on stsrtup - in production,Software,High
3000,Index fragmentation high - urgent fix needed,Database,Critical
2452,User account locked - in production,Access,Critical
3092,Index fragmentation high - urgent fix needed,Database,Medium
2860,Database authentication failed - urgent fix needed,Access,Medium
2171,Software license expired - customer complaint,Software,Medium
3099,Database connection timeout - urgent fix needed,Database,Medium
1817,Unable to access company intranet - reported by team,Network,Critical
2068,Update failed to install - for user,Software,Medium
1275,Keyboard keys not responding - for user,Hardware,High
2702,Session timeout issue - reported by team,Access,Low
1866,Packet loss on network - for user,Network,High
1102,Monitor display flickering - reported by team,Hardware,Medium
2614,User account locked - reported by team,Access,High
1108,Keyboard keys not responding - customer complaint,Hardware,High
3489,Employee handbook PDF attached,Hardware,Critical
2484,User account locked - for uSer,Access,Low
2362,Update failed to install - customer complaint,Software,Medium
2223,Software installation failed - in production,Software,Medium
2369,Application crashes on startup - reported by team,Software,Medium
3173,Index fragmentation high - urgent fix needed,Database,Medium
3373,Database replication lagging - reported by team,Database,Critical
2500,Password reset required - in production,Access,Low
1713,WiFi speed very slow - reported by team,Network,Low
1073,Laptop not turning on - for user,Hardware,High
2801,User account locked - for user,Access,Low
3404,Lunch menu for next week posted,Hardware,Medium
1482,Unable to access company intranet - for user,Network,High
2666,Email access denied - reported by team,Access,High
2420,Runtime error in application - customer complaint,Software,Low
2172,Application freezing randomly - in production,Software,High
3023,Database lock detected - for user,Database,High
2442,Password reset required - urgent fix needed,Access,Critical
1406,Laptop not turning on - in production,Hardware,High
1758,Connection refused error - in production,Network,Medium
2363,Error message on opening file - in production,Software,Low
2621,Permission denied error - customer complaint,Access,Critical
2612,Cannot login to system - customer complaint,Access,Critical
3221,Database backup not running - reported by team,Database,Critical
1744,Connection refused error - customer complaint,Network,Medium
1807,WiFi speed very slow - in production,Network,Medium
3309,Data synchronization error - urgent fix needed,Database,Low
2318,Error message on opening file - in production,Software,Low
2897,Cannot login to system - customer complaint,Access,Low
2507,Session timeout issue - in production,Access,Medium
1149,Printer not connecting to network - for user,Hardware,Medium
3112,Connection pool exhausted - for user,Database,Critical
2437,Access rights need update - for user,Access,Critical
1693,WiFi speed very slow - reported by team,Network,Critical
1819,Network timeout errors - reported by team,Network,Low
2757,Cannot login to system - for user,Access,Critical
2654,Access rights need update - in production,Access,Low
2715,Email access denied - in production,Access,Low
1702,Packet loss on network - for user,Network,Medium
